,Title,Artist,Genre,Url,Happy,Sad,Energized,Relaxed,Nostalgic,Romantic,Angry,Focused,Inspired,Melancholic,Peaceful,Anxious,Confident,Dreamy,Lonely
108,This Christmas,태연 (TAEYEON),Ballad,https://www.youtube.com/watch?v=19M7FIx3BOE&pp=ygUlVGhpcyBDaHJpc3RtYXMg7YOc7JewIChUQUVZRU9OKSBhdWRpbw%3D%3D,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
109,12월의 기적 (Miracles In December),EXO,Ballad,https://www.youtube.com/watch?v=iJCIe5UKPp0&pp=ygUwMTLsm5TsnZgg6riw7KCBIChNaXJhY2xlcyBJbiBEZWNlbWJlcikgRVhPIGF1ZGlv,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1
110,Merry &amp; Happy,TWICE (트와이스),Ballad,https://www.youtube.com/watch?v=zi_6oaQyckM&pp=ygUGTWVycnkg,,,,,,,,,,,,,,,
111,겨울 고백,여동생,Ballad,https://www.youtube.com/watch?v=jwS_UbJ2Geg&pp=ygUd6rKo7Jq4IOqzoOuwsSDsl6zrj5nsg50gYXVkaW8%3D,,,,,,,,,,,,,,,
112,내일의 우리 (Ordinary Days),디오 (D.O.),Ballad,https://www.youtube.com/watch?v=Q7F09kpl5ec&pp=ygU064K07J287J2YIOyasOumrCAoT3JkaW5hcnkgRGF5cykg65SU7JikIChELk8uKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
113,Someday,박은빈,Ballad,https://www.youtube.com/watch?v=o-PgHC3-IyQ&pp=ygUXU29tZWRheSDrsJXsnYDruYggYXVkaW8%3D,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
114,나무,카더가든,Ballad,https://www.youtube.com/watch?v=aM2OzkMRPb0&pp=ygUZ64KY66y0IOy5tOuNlOqwgOuToCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
115,눈 (Feat. 이문세),Zion.T,Ballad,https://www.youtube.com/watch?v=3UfhzrrOlGA&pp=ygUi64iIIChGZWF0LiDsnbTrrLjshLgpIFppb24uVCBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
116,Christmas Tree,V,Ballad,https://www.youtube.com/watch?v=1oq8Iesr1AU&pp=ygUWQ2hyaXN0bWFzIFRyZWUgViBhdWRpbw%3D%3D,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
117,솔직하게 말해서 나,김나영,Ballad,https://www.youtube.com/watch?v=FBX1ymWJVRk&pp=ygUq7IaU7KeB7ZWY6rKMIOunkO2VtOyEnCDrgpgg6rmA64KY7JiBIGF1ZGlv,,,,,,,,,,,,,,,
118,저녁 하늘,에일리(Ailee),Ballad,https://www.youtube.com/watch?v=8JINsWbZVEA&pp=ygUk7KCA64WBIO2VmOuKmCDsl5DsnbzrpqwoQWlsZWUpIGF1ZGlv,,,,,,,,,,,,,,,
119,골목길 (with 성시경),성시경,Ballad,https://www.youtube.com/watch?v=t6l4rrREwIs&pp=ygUq6rOo66qp6ri4ICh3aXRoIOyEseyLnOqyvSkg7ISx7Iuc6rK9IGF1ZGlv,,,,,,,,,,,,,,,
120,사랑하기 싫어,지아,Ballad,https://www.youtube.com/watch?v=RVLGijsCpKw&pp=ygUg7IKs656R7ZWY6riwIOyLq-yWtCDsp4DslYQgYXVkaW8%3D,,,,,,,,,,,,,,,
121,사랑하지 않아서 그랬니,지아,Ballad,https://www.youtube.com/watch?v=XfCbp0gXZzU&pp=ygUt7IKs656R7ZWY7KeAIOyViuyVhOyEnCDqt7jrnqzri4gg7KeA7JWEIGF1ZGlv,,,,,,,,,,,,,,,
122,Christmas Day,EXO,Ballad,https://www.youtube.com/watch?v=186lRcEXoHM&pp=ygUXQ2hyaXN0bWFzIERheSBFWE8gYXVkaW8%3D,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
123,시든 꽃에 물을 주듯,HYNN (박혜원),Ballad,https://www.youtube.com/watch?v=AAYfwYBb3Kg&pp=ygUy7Iuc65OgIOq9g-yXkCDrrLzsnYQg7KO865OvIEhZTk4gKOuwle2YnOybkCkgYXVkaW8%3D,,,,,,,,,,,,,,,
124,Shot Glass of Tears,정국,Ballad,https://www.youtube.com/watch?v=vpnQilFlc_4&pp=ygUgU2hvdCBHbGFzcyBvZiBUZWFycyDsoJXqta0gYXVkaW8%3D,,,,,,,,,,,,,,,
125,너 밖엔 없더라,케이시 (Kassy),Ballad,https://www.youtube.com/watch?v=JuYUpf2USMA&pp=ygUs64SIIOuwluyXlCDsl4brjZTrnbwg7LyA7J207IucIChLYXNzeSkgYXVkaW8%3D,,,,,,,,,,,,,,,
126,가을밤 떠난 너,케이시 (Kassy),Ballad,https://www.youtube.com/watch?v=fwM-OMcE4so&pp=ygUs6rCA7J2E67CkIOuWoOuCnCDrhIgg7LyA7J207IucIChLYXNzeSkgYXVkaW8%3D,,,,,,,,,,,,,,,
127,Happiness,"허용별 (허각, 신용재, 임한별)",Ballad,https://www.youtube.com/watch?v=_JMlQrdo0rg&pp=ygU4SGFwcGluZXNzIO2XiOyaqeuzhCAo7ZeI6rCBLCDsi6DsmqnsnqwsIOyehO2VnOuzhCkgYXVkaW8%3D,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
128,새벽에 걸려온 너의 전화는,한동근,Ballad,https://www.youtube.com/watch?v=D0oipIheaUM&pp=ygU07IOI67K97JeQIOqxuOugpOyYqCDrhIjsnZgg7KCE7ZmU64qUIO2VnOuPmeq3vCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
129,11:11,태연 (TAEYEON),Ballad,https://www.youtube.com/watch?v=LG5t2mvxhns&pp=ygUcMTE6MTEg7YOc7JewIChUQUVZRU9OKSBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
130,야생화,박효신,Ballad,https://www.youtube.com/watch?v=ZtcM3KhgF-s&pp=ygUZ7JW87IOd7ZmUIOuwle2aqOyLoCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
131,드라마,아이유,Ballad,https://www.youtube.com/watch?v=csrCgOaf8TY&pp=ygUZ65Oc652866eIIOyVhOydtOycoCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
132,"기다린 만큼, 더",검정치마,Ballad,https://www.youtube.com/watch?v=SXxYQ6t2mHQ&pp=ygUo6riw64uk66awIOunjO2BvCwg642UIOqygOygley5mOuniCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
133,우린 그렇게 사랑해서,잔나비 최정훈,Ballad,https://www.youtube.com/watch?v=d4Y2qNK2TZI&pp=ygU37Jqw66awIOq3uOugh-qyjCDsgqzrnpHtlbTshJwg7J6U64KY67mEIOy1nOygle2biCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
134,언제나 사랑해,케이시 (Kassy),Ballad,https://www.youtube.com/watch?v=mHRqPS2pqD0&pp=ygUr7Ja47KCc64KYIOyCrOueke2VtCDsvIDsnbTsi5wgKEthc3N5KSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
135,너에게 못했던 내 마지막 말은,다비치,Ballad,https://www.youtube.com/watch?v=OV4ig0l6eug&pp=ygU464SI7JeQ6rKMIOuqu-2WiOuNmCDrgrQg66eI7KeA66eJIOunkOydgCDri6TruYTsuZggYXVkaW8%3D,,,,,,,,,,,,,,,
136,혼자 왔어요,김연지,Ballad,https://www.youtube.com/watch?v=JtovX7owiSc&pp=ygUg7Zi87J6QIOyZlOyWtOyalCDquYDsl7Dsp4AgYXVkaW8%3D,,,,,,,,,,,,,,,
137,Never Ending Story,김민석,Ballad,https://www.youtube.com/watch?v=S-uuDaA90Zs&pp=ygUiTmV2ZXIgRW5kaW5nIFN0b3J5IOq5gOuvvOyEnSBhdWRpbw%3D%3D,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
138,찬란한 하루,멜로망스,Ballad,https://www.youtube.com/watch?v=5ibTAWur1jY&pp=ygUj7LCs656A7ZWcIO2VmOujqCDrqZzroZzrp53siqQgYXVkaW8%3D,,,,,,,,,,,,,,,
139,안녕이라고 말하지마,V.O.S,Ballad,https://www.youtube.com/watch?v=WT6FJaxawvw&pp=ygUo7JWI64WV7J2065286rOgIOunkO2VmOyngOuniCBWLk8uUyBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
140,이럴거면,거미,Ballad,https://www.youtube.com/watch?v=lcayq7RBbEA&pp=ygUZ7J2065-06rGw66m0IOqxsOuvuCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
141,행복한 나를,빅마마,Ballad,https://www.youtube.com/watch?v=5dTqcMHWKSA&pp=ygUg7ZaJ67O17ZWcIOuCmOulvCDruYXrp4jrp4ggYXVkaW8%3D,,,,,,,,,,,,,,,
142,시간과 낙엽,AKMU (악뮤),Ballad,https://www.youtube.com/watch?v=dbpepFegS6Y&pp=ygUk7Iuc6rCE6rO8IOuCmeyXvSBBS01VICjslYXrrqQpIGF1ZGlv,,,,,,,,,,,,,,,
143,잘가요,주호,Ballad,https://www.youtube.com/watch?v=Rqfv8hWgPTA&pp=ygUW7J6Y6rCA7JqUIOyjvO2YuCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
144,서랍,10CM,Ballad,https://www.youtube.com/watch?v=oMx2WSimeQU&pp=ygUR7ISc656NIDEwQ00gYXVkaW8%3D,,,,,,,,,,,,,,,
145,발걸음,DK(디셈버),Ballad,https://www.youtube.com/watch?v=iJOtgEGKpUk&pp=ygUd67Cc6rG47J2MIERLKOuUlOyFiOuyhCkgYXVkaW8%3D,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
146,언젠간 괜찮아질 이야기,정승환,Ballad,https://www.youtube.com/watch?v=H59nD-WGfp4&pp=ygUw7Ja47KCg6rCEIOq0nOywruyVhOyniCDsnbTslbzquLAg7KCV7Iq57ZmYIGF1ZGlv,,,,,,,,,,,,,,,
147,한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)),이홍기 (FT아일랜드),Ballad,https://www.youtube.com/watch?v=JPMQVtE8GB0&pp=ygVk7ZWc7IKs656M66eMICgyMDIzKSAo7Jes66aE64KgIOyasOumrCBYIOydtO2Zjeq4sCAoRlTslYTsnbzrnpzrk5wpKSDsnbTtmY3quLAgKEZU7JWE7J28656c65OcKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
148,그대를 알고,송하예,Ballad,https://www.youtube.com/watch?v=FaMCcbrRLCs&pp=ygUg6re464yA66W8IOyVjOqzoCDshqHtlZjsmIggYXVkaW8%3D,,,,,,,,,,,,,,,
149,지나오다,닐로(Nilo),Ballad,https://www.youtube.com/watch?v=dkcQt5L9vDY&pp=ygUf7KeA64KY7Jik64ukIOuLkOuhnChOaWxvKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
150,바라만 본다,MSG워너비(M.O.M),Ballad,https://www.youtube.com/watch?v=bJQFrmqW7TE&pp=ygUq67CU652866eMIOuzuOuLpCBNU0fsm4zrhIjruYQoTS5PLk0pIGF1ZGlv,,,,,,,,,,,,,,,
151,그댄 행복에 살텐데 (2022),최유리,Ballad,https://www.youtube.com/watch?v=BEdrr7Je1bU&pp=ygUx6re464yEIO2WieuzteyXkCDsgrTthZDrjbAgKDIwMjIpIOy1nOycoOumrCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
152,나비무덤,포맨 (4MEN),Ballad,https://www.youtube.com/watch?v=clABfLeJFkM&pp=ygUg64KY67mE66y0642kIO2PrOunqCAoNE1FTikgYXVkaW8%3D,,,,,,,,,,,,,,,
153,마지막 사랑,신예영,Ballad,https://www.youtube.com/watch?v=D9YcsMH2qfs&pp=ygUg66eI7KeA66eJIOyCrOuekSDsi6DsmIjsmIEgYXVkaW8%3D,,,,,,,,,,,,,,,
154,어디든 가자 (Feat. 허성현),경서,Ballad,https://www.youtube.com/watch?v=_xEjPkNGegY&pp=ygUv7Ja065SU65OgIOqwgOyekCAoRmVhdC4g7ZeI7ISx7ZiEKSDqsr3shJwgYXVkaW8%3D,,,,,,,,,,,,,,,
155,"우리 사랑 이대로 (여름날 우리 X 규현 (KYUHYUN), 정은지)",정은지,Ballad,https://www.youtube.com/watch?v=ayQSEVKs9og&pp=ygVY7Jqw66asIOyCrOuekSDsnbTrjIDroZwgKOyXrOumhOuCoCDsmrDrpqwgWCDqt5ztmIQgKEtZVUhZVU4pLCDsoJXsnYDsp4ApIOygleydgOyngCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
156,너 없인 안 된다,비투비,Ballad,https://www.youtube.com/watch?v=pw1oh89uP7k&pp=ygUl64SIIOyXhuyduCDslYgg65Cc64ukIOu5hO2IrOu5hCBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
157,가질 수 없는 너,#안녕,Ballad,https://www.youtube.com/watch?v=iwePzJLYBwE&pp=ygUW6rCA7KeIIOyImCDsl4bripQg64SIIA%3D%3D,,,,,,,,,,,,,,,
158,"여자는 말 못하고, 남자는 모르는 것들",정동하,Ballad,https://www.youtube.com/watch?v=f_u59_-QHtI&pp=ygVD7Jes7J6Q64qUIOunkCDrqrvtlZjqs6AsIOuCqOyekOuKlCDrqqjrpbTripQg6rKD65OkIOygleuPme2VmCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
159,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),Ballad,https://www.youtube.com/watch?v=y9EM9IV2UKk&pp=ygVA64qm7J2AIOuwpCDtl6TslrTsp4DquLQg64SI66y0IOyVhOyJrOybjCDsvIDsnbTsi5wgKEthc3N5KSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
160,너를 보는게 지친 하루에,송하예,Ballad,https://www.youtube.com/watch?v=xOZdNPtTlXk&pp=ygUx64SI66W8IOuztOuKlOqyjCDsp4DsuZwg7ZWY66Oo7JeQIOyGoe2VmOyYiCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
161,당신을 만나,송가인,Ballad,https://www.youtube.com/watch?v=kn_j1Ipw4DM&pp=ygUg64u57Iug7J2EIOunjOuCmCDshqHqsIDsnbggYXVkaW8%3D,,,,,,,,,,,,,,,
162,비가 오는 날엔 (2021),헤이즈 (Heize),Ballad,https://www.youtube.com/watch?v=F-7OIPf1TR8&pp=ygUz67mE6rCAIOyYpOuKlCDrgqDsl5QgKDIwMjEpIO2XpOydtOymiCAoSGVpemUpIGF1ZGlv,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
163,스티커 사진,21학번,Ballad,https://www.youtube.com/watch?v=oaftiJ_JIWI&pp=ygUf7Iqk7Yuw7LukIOyCrOynhCAyMe2VmeuyiCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
164,사랑은 가슴이 시킨다(2023),이창섭,Ballad,https://www.youtube.com/watch?v=yx1cMti_TFQ&pp=ygUz7IKs656R7J2AIOqwgOyKtOydtCDsi5ztgqjri6QoMjAyMykg7J207LC97IStIGF1ZGlv,,,,,,,,,,,,,,,
165,끝,권진아,Ballad,https://www.youtube.com/watch?v=APTVn5wO8hE&pp=ygUT64GdIOq2jOynhOyVhCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
166,그때 그 아인,김필,Ballad,https://www.youtube.com/watch?v=bRBn5EY505E&pp=ygUe6re465WMIOq3uCDslYTsnbgg6rmA7ZWEIGF1ZGlv,,,,,,,,,,,,,,,
167,Hear Me Out,EXO,Ballad,https://www.youtube.com/watch?v=QTZGdX0oRlQ&pp=ygUVSGVhciBNZSBPdXQgRVhPIGF1ZGlv,,,,,,,,,,,,,,,
168,Let Me In,EXO,Ballad,https://www.youtube.com/watch?v=K-BMLg-7M9M&pp=ygUTTGV0IE1lIEluIEVYTyBhdWRpbw%3D%3D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,나의 마음에 (Seed),태양,Ballad,https://www.youtube.com/watch?v=-8jAmDvO64E&pp=ygUk64KY7J2YIOuniOydjOyXkCAoU2VlZCkg7YOc7JaRIGF1ZGlv,,,,,,,,,,,,,,,
170,너에게 닿을게,정승환,Ballad,https://www.youtube.com/watch?v=FqKbpLvYfyc&pp=ygUj64SI7JeQ6rKMIOuLv-ydhOqyjCDsoJXsirntmZggYXVkaW8%3D,,,,,,,,,,,,,,,
171,잘사니,노을,Ballad,https://www.youtube.com/watch?v=9Bm5-mnDks4&pp=ygUW7J6Y7IKs64uIIOuFuOydhCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
172,우리 왜 헤어져야 해 (여름날 우리 X 전상근),전상근,Ballad,https://www.youtube.com/watch?v=iF8oZbmIlvw&pp=ygVK7Jqw66asIOyZnCDtl6TslrTsoLjslbwg7ZW0ICjsl6zrpoTrgqAg7Jqw66asIFgg7KCE7IOB6re8KSDsoITsg4Hqt7wgYXVkaW8%3D,,,,,,,,,,,,,,,
173,오늘도 빛나는 너에게,박민혜 (빅마마),Ballad,https://www.youtube.com/watch?v=Dvy_-M8Wy7o&pp=ygU57Jik64qY64-EIOu5m-uCmOuKlCDrhIjsl5Dqsowg67CV66-87ZicICjruYXrp4jrp4gpIGF1ZGlv,,,,,,,,,,,,,,,
174,삭제,이홍기 (FT아일랜드),Ballad,https://www.youtube.com/watch?v=uJO3SMS_A_M&pp=ygUn7IKt7KCcIOydtO2Zjeq4sCAoRlTslYTsnbzrnpzrk5wpIGF1ZGlv,,,,,,,,,,,,,,,
175,혼자라고 생각말기,임한별,Ballad,https://www.youtube.com/watch?v=ASX6zGpGyBg&pp=ygUp7Zi87J6Q65286rOgIOyDneqwgeunkOq4sCDsnoTtlZzrs4QgYXVkaW8%3D,,,,,,,,,,,,,,,
176,비가 오는 날엔,비스트,Ballad,https://www.youtube.com/watch?v=NY47mqz4yCg&pp=ygUk67mE6rCAIOyYpOuKlCDrgqDsl5Qg67mE7Iqk7Yq4IGF1ZGlv,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
177,잊는 법,이예준,Ballad,https://www.youtube.com/watch?v=5pLsfVsPGJ4&pp=ygUa7J6K64qUIOuylSDsnbTsmIjspIAgYXVkaW8%3D,,,,,,,,,,,,,,,
178,이 새벽에 전화하는 건,황인욱,Ballad,https://www.youtube.com/watch?v=71gDRL2eyfc&pp=ygUu7J20IOyDiOuyveyXkCDsoITtmZTtlZjripQg6rG0IO2ZqeyduOyasSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
179,상록수,이우,Ballad,https://www.youtube.com/watch?v=T0mz63WjyNY&pp=ygUW7IOB66Gd7IiYIOydtOyasCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
180,바람,윤하 (YOUNHA),Ballad,https://www.youtube.com/watch?v=67rvV_rM5XY&pp=ygUc67CU656MIOycpO2VmCAoWU9VTkhBKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
181,Heaven,HYNN (박혜원),Ballad,https://www.youtube.com/watch?v=gE9Ep2ROKvc&pp=ygUdSGVhdmVuIEhZTk4gKOuwle2YnOybkCkgYXVkaW8%3D,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
182,이 세상 끝까지,#안녕,Ballad,https://www.youtube.com/watch?v=c1V6tr4NfbU&pp=ygUV7J20IOyEuOyDgSDrgZ3quYzsp4Ag,,,,,,,,,,,,,,,
183,다시 사랑한다면,한동근,Ballad,https://www.youtube.com/watch?v=ATS7hqEDysY&pp=ygUm64uk7IucIOyCrOueke2VnOuLpOuptCDtlZzrj5nqt7wgYXVkaW8%3D,,,,,,,,,,,,,,,
184,운다 운다,허각,Ballad,https://www.youtube.com/watch?v=9UHGhppINJM&pp=ygUa7Jq064ukIOyatOuLpCDtl4jqsIEgYXVkaW8%3D,,,,,,,,,,,,,,,
185,그날 밤,장혜진,Ballad,https://www.youtube.com/watch?v=udIYgKyBI-0&pp=ygUa6re464KgIOuwpCDsnqXtmJzsp4QgYXVkaW8%3D,,,,,,,,,,,,,,,
186,처음처럼,송하예,Ballad,https://www.youtube.com/watch?v=jmDA6ia5hD0&pp=ygUc7LKY7J2M7LKY65-8IOyGoe2VmOyYiCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
187,결국엔 너에게 닿아서,WSG워너비 (가야G),Ballad,https://www.youtube.com/watch?v=SPbPYQ8aTPc&pp=ygU66rKw6rWt7JeUIOuEiOyXkOqyjCDri7_slYTshJwgV1NH7JuM64SI67mEICjqsIDslbxHKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
188,다시 사랑할 수 있게,멜로망스,Ballad,https://www.youtube.com/watch?v=TdO-XXv8IBQ&pp=ygUu64uk7IucIOyCrOueke2VoCDsiJgg7J6I6rKMIOupnOuhnOunneyKpCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
189,봄 사랑 벚꽃 말고,아이유,Ballad,https://www.youtube.com/watch?v=l0rcWimJmQ8&pp=ygUo67SEIOyCrOuekSDrsprqvYMg66eQ6rOgIOyVhOydtOycoCBhdWRpbw%3D%3D,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1
190,네가 보고 싶은 건 자연스러운 거겠지,신예영,Ballad,https://www.youtube.com/watch?v=7Guo0_JPcbU&pp=ygVC64Sk6rCAIOuztOqzoCDsi7bsnYAg6rG0IOyekOyXsOyKpOufrOyatCDqsbDqsqDsp4Ag7Iug7JiI7JiBIGF1ZGlv,,,,,,,,,,,,,,,
191,되돌리다,먼데이 키즈 (Monday Kiz),Ballad,https://www.youtube.com/watch?v=6TUiUi77Btw&pp=ygUw65CY64-M66as64ukIOuovOuNsOydtCDtgqTspoggKE1vbmRheSBLaXopIGF1ZGlv,,,,,,,,,,,,,,,
192,사랑했지만,전건호,Ballad,https://www.youtube.com/watch?v=EcVuGhR-Rek&pp=ygUf7IKs656R7ZaI7KeA66eMIOyghOqxtO2YuCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
193,혼자 사랑하면 되니까,Kid Wine,Ballad,https://www.youtube.com/watch?v=bxWYsXWGfO0&pp=ygUs7Zi87J6QIOyCrOueke2VmOuptCDrkJjri4jquYwgS2lkIFdpbmUgYXVkaW8%3D,,,,,,,,,,,,,,,
194,우연히 봄,유주 (YUJU),Ballad,https://www.youtube.com/watch?v=DXrSkn0a7p0&pp=ygUh7Jqw7Jew7Z6IIOu0hCDsnKDso7wgKFlVSlUpIGF1ZGlv,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
195,청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그,Ballad,https://www.youtube.com/watch?v=BFn1Dyktaho&pp=ygVD7LKt7IaMICjsl6zrpoTrgqAg7Jqw66asIFgg7Iqk7YOg65SpIOyXkOq3uCkg7Iqk7YOg65SpIOyXkOq3uCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
196,봄이야,경서,Ballad,https://www.youtube.com/watch?v=Qy9qmYT9MQ8&pp=ygUW67SE7J207JW8IOqyveyEnCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
197,Hello,백현 (BAEKHYUN),Ballad,https://www.youtube.com/watch?v=EZFIpe9Ajsc&pp=ygUdSGVsbG8g67Cx7ZiEIChCQUVLSFlVTikgYXVkaW8%3D,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
198,사랑이 이별이 돼 가는 모습이,볼빨간사춘기,Ballad,https://www.youtube.com/watch?v=DzkJ6-0PpRs&pp=ygVB7IKs656R7J20IOydtOuzhOydtCDrj7wg6rCA64qUIOuqqOyKteydtCDrs7zruajqsITsgqzstpjquLAgYXVkaW8%3D,,,,,,,,,,,,,,,
199,혼자가 아닌 나,정효빈,Ballad,https://www.youtube.com/watch?v=j457F5Xx_5c&pp=ygUk7Zi87J6Q6rCAIOyVhOuLjCDrgpgg7KCV7Zqo67mIIGF1ZGlv,,,,,,,,,,,,,,,
200,니 번호가 뜨는 일,이예준,Ballad,https://www.youtube.com/watch?v=rhr2H5k0URc&pp=ygUo64uIIOuyiO2YuOqwgCDrnKjripQg7J28IOydtOyYiOykgCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
201,"피어나 (Between you, me and the lamppost)",LE SSERAFIM (르세라핌),Ballad,https://www.youtube.com/watch?v=ADKDX-H8SJg&pp=ygVN7ZS87Ja064KYIChCZXR3ZWVuIHlvdSwgbWUgYW5kIHRoZSBsYW1wcG9zdCkgTEUgU1NFUkFGSU0gKOultOyEuOudvO2VjCkgYXVkaW8%3D,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
202,너와 함께,김민석,Ballad,https://www.youtube.com/watch?v=Bj_LXJ2NPHQ&pp=ygUd64SI7JmAIO2VqOq7mCDquYDrr7zshJ0gYXVkaW8%3D,,,,,,,,,,,,,,,
203,바보가슴,한빈 (포맨),Ballad,https://www.youtube.com/watch?v=qL5XP2KmJfU&pp=ygUi67CU67O06rCA7Iq0IO2VnOu5iCAo7Y-s66eoKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
204,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),딘딘 (DINDIN),Ballad,https://www.youtube.com/watch?v=fgAY7BJSKsg&pp=ygVe7J2065-s66m0IOyViCDrkKAg6rGwIOyVhOuKlOuNsCDrhIgg7JWe7JeQ66eMIOyEnOuptCDrgpjrnb0gKEZlYXQuIDEwQ00pIOuUmOuUmCAoRElORElOKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
205,가장 아름다운 시간이었다,주호,Ballad,https://www.youtube.com/watch?v=OgACaU1cr4Q&pp=ygUw6rCA7J6lIOyVhOumhOuLpOyatCDsi5zqsITsnbTsl4jri6Qg7KO87Zi4IGF1ZGlv,,,,,,,,,,,,,,,
206,있잖아,폴킴,Ballad,https://www.youtube.com/watch?v=hm_aGP6B2mU&pp=ygUW7J6I7J6W7JWEIO2PtO2CtCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
207,화장을 고치고,차가을,Ballad,https://www.youtube.com/watch?v=5qtCwqxp3lg&pp=ygUj7ZmU7J6l7J2EIOqzoOy5mOqzoCDssKjqsIDsnYQgYXVkaW8%3D,,,,,,,,,,,,,,,
208,우린 헤어지지 않았을까,김나영,Ballad,https://www.youtube.com/watch?v=7Ft7n7QOmeg&pp=ygUw7Jqw66awIO2XpOyWtOyngOyngCDslYrslZjsnYTquYwg6rmA64KY7JiBIGF1ZGlv,,,,,,,,,,,,,,,
209,사랑한다고 말해줘,탑현,Ballad,https://www.youtube.com/watch?v=C4COMmu2fxw&pp=ygUm7IKs656R7ZWc64uk6rOgIOunkO2VtOykmCDtg5HtmIQgYXVkaW8%3D,,,,,,,,,,,,,,,
210,그대라는 사치,임창정,Ballad,https://www.youtube.com/watch?v=cdmiRnRP0Fo&pp=ygUj6re464yA652864qUIOyCrOy5mCDsnoTssL3soJUgYXVkaW8%3D,,,,,,,,,,,,,,,
211,사랑해도 될까요,양다일,Ballad,https://www.youtube.com/watch?v=0ItL3I5se34&pp=ygUm7IKs656R7ZW064-EIOuQoOq5jOyalCDslpHri6TsnbwgYXVkaW8%3D,,,,,,,,,,,,,,,
212,사랑의 인사,김연지,Ballad,https://www.youtube.com/watch?v=-J_L52d-5-U&pp=ygUg7IKs656R7J2YIOyduOyCrCDquYDsl7Dsp4AgYXVkaW8%3D,,,,,,,,,,,,,,,
213,혼자서 걸어요 (Prod. by 나얼),태연 (TAEYEON),Ballad,https://www.youtube.com/watch?v=yxdSlyfgJ-8&pp=ygU87Zi87J6Q7IScIOqxuOyWtOyalCAoUHJvZC4gYnkg64KY7Ja8KSDtg5zsl7AgKFRBRVlFT04pIGF1ZGlv,,,,,,,,,,,,,,,
214,이젠 안녕,투모로우바이투게더,Ballad,https://www.youtube.com/watch?v=2-hnCCCFEM8&pp=ygUv7J207KCgIOyViOuFlSDtiKzrqqjroZzsmrDrsJTsnbTtiKzqsozrjZQgYXVkaW8%3D,,,,,,,,,,,,,,,
